latitud,direccion,anio_de_inauguracion,provincia,web,espacio_cultural_id,fuente,observaciones,provincia_id,descripcion_de_patrimonio,localidad_id,codigo_postal,juridisccion,anio_de_creacion,mail,localidad,nombre,telefono,codigo_indicativo_telefono,longitud,categoria
-34.4101,Paseo Victorica 972,2006,Buenos Aires,,300918,DNPyM,,6,"Colecciones de pintura argentina, figurativa de mediados del siglo XIX a mediados del siglo XX.",6805010,B1648DVT,Municipal,,museodearte@tigre.gov.ar,Tigre,Museo De Arte Tigre,45124528,11,-58.5893,museos
-34.467301,Adrián Beccar Varela 774,2006,Buenos Aires,,300787,DNPyM,,6,"Testimonios del pasado Sansidrense, cuadros, mobiliario y objetos pertenecientes a próceres o personajes destacados en el ámbito local. Casa museo recuerda a sus antiguos propietarios, Mariquita Sanchez de Thompson, Pascuala Beláustegui de Arana, entre o",6756010,B1642DMD,Municipal,2009,,San Isidro,Museo Biblioteca Y Archivo Histórico Municipal De San Isidro Dr. Horacio Beccar Varela,45754038,11,-58.507225,museos
-34.6521,Gral. Manuel Belgrano 327,,Buenos Aires,,300574,DNPyM,,6,"Imagineria, estandartes, atriles, documentos, manuscritos, fotos, libros sacramentales, imágenes del siglo XVIII y XIX. Pinturas de las bienales de arte sacro.",6568010,B1708IFG,,,mensajes@catedraldemoron.org.ar,Morón,Museo De La Catedral De Morón Inmaculada Concepción Del Buen Viaje,46290969,11,-58.6212,museos
-34.6492,Casullo 59,1955,Buenos Aires,,300575,DNPyM,,6,"Historia, arte, arqueología, instrumentos musicales, medallística, numismática, mobiliario, armas, vestimentas, fotografías y documentos dMorón y de todo el país.",6568010,B1708IPA,Municipal,1954,arteycultura@moron.gov.ar,Morón,Museo Histórico Y De Arte Gral. José De San Martín,46291456,11,-58.6241,museos
-34.6311,Carlos Pellegrini 4000,1993,Buenos Aires,www.dahe.ejercito.mil.ar,300262,DNPyM,Código en Tres de Febrero,6,"Desarrollo de la historia militar desde las postrimerías de Virreinato hasta nuestros días. Expresando hechos y circunstancias que hicieron a la formación nacional. Através de sus salas, Malvinas, Del Libertador, Misiones de paz ONU, de infantería.",6840010,B1702BDV,Nacional,1993,museoejercito@gmail.com; jorgenemi@hotmail.com,Ciudadela,Museo Histórico Del Ejército Argentino,46531818,11,-58.5433,museos
-34.5401,Italia 650,2000,Buenos Aires,,300824,DNPyM,,6,Lepidópteros y coleópteros de todo el mundo; muestras de ámbar fósil con restos de insectos.,6760010,B1663NXN,Privada,1994,mariposas@newroad.com.ar,San Miguel,Museo Mariposas Del Mundo,46642108,11,-58.7037,museos
-34.6761,Avda. Eva Perón 2200,1962,Buenos Aires,,300576,DNPyM,,6,"Objetos referidos a la historia aeronáutica y espacial, nacional y mundial, desde sus orígenes hasta el presente. Modelos de aviones y motores, fotografías, documentos, instrumentos, etc. En el parque del museo se exiben aviones de distinto tipo.",6568010,B1708FEU,Nacional,1960,museonacionalaeronautica@yahoo.com.ar,Morón,Museo Nacional De Aeronáutica Brig. Edmundo H. Civati Bernasconi,46979780,11,-58.638,museos
-34.528,Sargento Cabral 2354,1905,Buenos Aires,,300578,DNPyM,Código en Vicente López,6,Este museo es un homenaje al cine argentino en general y al producto en los estudios cinematográficos Lumiton en particular. Se busca recuperar el ámbito que durante cuatro décadas albergó a las más rutilantes estrellas de nuestra cinematografía.,6861010,B1605EEH,Municipal,2005,,Munro,Museo Del Cine Lumiton,47219255,11,-58.515868,museos
-34.458953,Av. Libertador 17426,2012,Buenos Aires,,300057,DNPyM,Código en San Isidro,6,"Se exhibe la obra de Lucy Mattos, dibujos, escultura, joyería.",6756010,B1643CRO,Privada,,,Beccar,Museo Lucy Mattos,47322585,11,-58.520181,museos
-34.4124,Paseo Victorica 602,1892,Buenos Aires,www.ara.mil.ar,300916,DNPyM,,6,"Historia de la navegación, desde la época primitiva hasta el presente. Armas, instrumentos náuticos, pinacoteca. Marina deportiva y comercial. Barcos originales poco comunes. Modelos a escala. Documentos y biblioteca.",6805010,B1648DVN,Nacional,1892,museonaval@ara.mil.ar,Tigre,Museo Naval De La Nación,47490608,11,-58.5868,museos
-34.294305,Rivadavia 477,1972,Buenos Aires,,300083,DNPyM,,6,"Periódicos de la provincia, objetos históricos relacionados con el periodismo bonaerense, antigua máquina impresora francesa de 1871.",6266020,B2812DII,Municipal,1976,,Capilla del Señor,Museo Del Periodismo Bonaerense,,,-59.098521,museos
-34.421,Avda. Liniers 1264,1985,Buenos Aires,www.prefecturanaval.edu.ar/museo/,300917,DNPyM,,6,"Historia de la institución: iconografía, uniformes, armas y explosivos; maquetas de embarcaciones y aviones; escudos, banderas.",6805010,B1648DAZ,Nacional,1985,,Tigre,Museo Histórico De La Prefectura Naval Argentina,47496161,11,-58.5878,museos
-34.533,Esteban Echeverría 333,1975,Buenos Aires,,300370,DNPyM,Código en Vicente López,6,Cristalografía en general; formaciones geológicas; paleontología.,6861010,1602,Privada,1975,,Florida,Museo De La Piedra Argentina,47609138,11,-58.4909,museos
-34.5472,Lacroze 5063 5°A,,Buenos Aires,,300981,DNPyM,Código en General San Martín,6,"Colección de botellas de gaseosas argentinas desde principios del siglo XX hasta la actualidad. Documentos , maquinarias y diversos objetos que se utilizaron en la industria de la gaseosa.",6371010,B1653BFI,Privada,,info@mag.org.ar,Villa Ballester,Museo Argentino De La Gaseosa (Mag),47646945,11,-58.5553,museos
-34.5202,Luis María Drago 2265,1985,Buenos Aires,,300979,DNPyM,Código en San Isidro,6,"Archivo de voces desde 1877 hasta el presente, de personalidades nacionales y extranjeras, de diferentes épocas y disciplinas, registradas en discos, cilindros, alambres de grabación, cintas abiertas y cassettes: O. Wilde, Sabin, Sartre, G. Spano, Neruda",6756010,B1607CYC,Privada,1985,,Villa Adelina,Museo De La Palabra,47668746,11,-58.5522,museos
-34.528,Gaspar Campos 861,1983,Buenos Aires,,300973,DNPyM,,6,"Pinturas, esculturas, cerámicas, grabados, dibujos y tapices de artistas argentinos contemporáneos. Del siglo XX",6861010,B1638ARO,Privada,1983,,Vicente López,Museo Rómulo Raggio,47910868,11,-58.4754,museos
-34.526868,Gral. José María Paz 1584,2001,Buenos Aires,,300371,DNPyM,Código en Vicente López,6,"Ambientación de época con la intención de preservar la memoria de la comunidad de Florida. La forrajería era un negocio típico de principos del siglo XX. Este negocio en particular inicia sus actividades en 1920. Integran la muestra, balanzas, básculas,",6861010,B1602AYD,Privada,2001,,Florida,Museo Forrajeria De La Familia García,47969556,11,-58.491632,museos
-34.4987,Luis Sáenz Peña 2864,1971,Buenos Aires,,300541,DNPyM,Código en San Isidro,6,"Pintura argentina y latinoamericana. El museo lleva el nombre de Chavin por la arquitectura peruana y en honor al Perú. Además posee artesanías de todo tipo y colecciones de porcelanas europeas de los siglos XVIII, XIX y XX. Recuerdos de grandes personal",6756010,B1640ITF,Privada,1971,,Martínez,Museo Chavín De Huantar,47981835,11,-58.5006,museos
-34.566183,Diego Pombo 3324,,Buenos Aires,,300752,DNPyM,Código en General San Martín,6,Casa histórica construida por Rosas para su alojamiento.,6371010,B1651AFJ,,1992,,San Andrés,Museo Histórico Regional Brigadier General Don Juan Manuel De Rosas,48300683,11,-58.544521,museos
-34.5619,Presbítero Carballo 5042 (Calle 111),1970,Buenos Aires,,300982,DNPyM,Código en General San Martín,6,"Colecciones, relativas al combate de Perdriel (1806) y a José Hernández. Armas, mobiliario, elementos gauchescos.",6371010,B1653IPD,Municipal,,,Villa Ballester,Museo Histórico José Hernández - Chacra Pueyrredón,48475035,11,-58.5729,museos
-34.7843,Hipólito Irigoyen 377,1948,Buenos Aires,,300538,DNPyM,,6,"Imaginería, pintura, mobiliario y artesanía folklórica de textiles, cerámica, plumas, astas, metales, cuero y madera.",6525020,B1727BAG,Privada,1948,,Marcos Paz,Museo De Arte Hispano Luso Americano Y Del Folklore,4771110,220,-58.8326,museos
-34.853094,"M. Herrera y Colastiné (Ruta Nac. Nro. 3, Km. 40.2)",,Buenos Aires,,301038,DNPyM,Código en La Matanza,6,La casa que ocupa el museo fue propiedad del Virrey Joaquín del Pino y posteriormente de Juan Manuel de Rosas. En ella se firmó el pacto de cañuelas entre Rosas y Lavalle el 24 de junio de 1829. Hoy la Estancia del Pino es monumento histórico nacional.,6427010,1759,Municipal,1972,,Virrey del Pino,Museo Histórico Municipal Brigadier Gral. Don Juan Manuel De Rosas,494757,2202,-58.656709,museos
-34.926257,Calle 19 E/ 50 y 51,,Buenos Aires,,300452,DNPyM,,6,Orientación testimonial y documentalista. Conserva como archivo los cuadernos con las declaraciones de los visitantes y en formato digital todas las fotografías que formaron parte de la muestra.,6441030,B1900TQU,Municipal,,,La Plata,Museo Y Galería Fotográfica Mugafo Centro Cultural Islas Malvinas,4176795,221,-57.961684,museos
-34.913773,Avda. 51 N° 525 E/5 y 6,1926,Buenos Aires,,300456,DNPyM,,6,"Pintura europea siglos XVII al XIX. Arte argentino fundamentalmente de las décadas del 30 al 40; esculturas, dibujos y grabados de los siglos XIX y XX.",6441030,B1900AVK,Provincial,1926,,La Plata,Museo Provincial De Bellas Artes Emilio Pettoruti,4218619,221,-57.947692,museos
-34.913027,4 N° 979,2004,Buenos Aires,,300462,DNPyM,,6,"Historia institucional, social y deportiva del Club Gimnasia y Esgrima de La Plata.desde su fundación el 3 de junio de 1887 hasta la fecha.",6441030,B1900TDT,Privada,2004,,La Plata,Museo Gráfico E Histórico Del Club De Gimnasia Y Esgrima La Plata,4222510,221,-57.945249,museos
-34.912075,Calle 54 N° 393 Entre 2 y 3,2007,Buenos Aires,,300474,DNPyM,,6,"Reservorio histórico-institucional y demostrativo del quehacer criminalístico de la policia bonaerense y del cuerpo de bomberos. Archivo y biblioteca. Documentos relacionados con Juan Vucetich, creador del sistema dactiloscópico argentino.",6441030,B1900BDO,Provincial,1949,,La Plata,Museo Policial,4231876,221,-57.942017,museos
-34.9106,Paseo del Bosque S/N,1888,Buenos Aires,,300464,DNPyM,,6,"Ciencias naturales, antropología, arqueología y etnografía, más de tres millones y medio de piezas. El valor de las colecciones lo hacen uno de los museos de ciencias naturales más importantes del mundo. Conserva piezas únicas de incalculable valor cient",6441030,1900,Nacional,1884,,La Plata,Museo De La Plata,4234910,221,-57.9416,museos
-34.9143,Calle 50 Entre 6 y 7. Pasaje Dardo Rocha,1905,Buenos Aires,,300465,DNPyM,,6,Grabados y obras de artistas plásticos nacionales y extranjeros.,6441030,B1900ASW,Municipal,1959,museomumart@yahoo.com.ar,La Plata,Museo Municipal De Arte,4235033,221,-57.9493,museos
-34.91114,Calle 60 y 118,,Buenos Aires,,300453,DNPyM,,6,Piezas anatómicas disecadas y desecadas de animales domésticos y silvestres,6441030,B1904AAO,Nacional,1909,,La Plata,Museo De Anatomía Veterinaria Dr. Víctor Manuel Arroyo,4236663,221,-57.930749,museos
-34.908329,50 E/ 1 y 15 - Facultad de Odontología,2001,Buenos Aires,,300472,DNPyM,,6,"La colección presenta la evolución de la odontologóa a travez de los tiempos, el instrumental utilizado, y los tratamientos. Hacer conocer a las nuevas generaciones como fueron sus orígenes. La exposición se lleva a cabo en base a asignaturas que se dict",6441030,1900,Nacional,,,La Plata,Museo De Odontología Orestes Walter Siutti,4236777,221,-57.943054,museos
-34.9113,Calle 45 Nro. 582,1989,Buenos Aires,,300458,DNPyM,,6,"600 instrumentos musicales occidentales y etnográficos, de todas partes del mundo, desde el siglo XVII en adelante. Cajas de música y reproductores de sonido. Partituras, fonoteca y biblioteca especializada.",6441030,B1900ADX,Nacional,1985,museo azzarini@hotmail.com,La Plata,Museo De Instrumentos Musicales Dr. Emilio Azzarini,4240401,221,-57.9537,museos
-34.909535,Avda. 60 y 120 Facultad de Ciencias Médicas,,Buenos Aires,,300451,DNPyM,,6,"Su patrimonio está formado por donación de distintas cátedras de la facultad de medicina, hospitales de la región y de particulres. Consta de 2000 piezas. Instrumental de distintas especialidades médicas y de las diferentes técnicas terapéuticas utilizad",6441030,1900,Nacional,,,La Plata,Museo De Historia De La Medicina Dr. Santiago Garostiague,4241596,221,-57.928953,museos
-34.932314,15 Nº 1579,1999,Buenos Aires,,300471,DNPyM,,6,"Colecciones de fotografías, instrumentos musicales, indumentaria y efectos personales de intérpretes locales (cantores, cancionistas, músicos y bailarines) y aparatos reproductores de sonido. Biblioteca de tango, lunfardo, cine y teatro nacional, partitu",6441030,B1904CTG,Privada,,,La Plata,Museo Del Tango Platense Oscar A. Bozzarelli,4242698,221,-57.944732,museos
-34.9111,Calle 2 N° 417,1990,Buenos Aires,,300459,DNPyM,,6,"Artesanías tradicionales de cada provincia o región. Colecciones de piezas artesanales en tejido, cuero, fibra vegetal, metales, madera, alfarería, imaginería, etc.",6441030,B1902CHQ,Privada,1986,,La Plata,Museo De La Artesanía Tradicional Argentina Y Latinoamericanajuan Alfonso Carrizo,4244684,221,-57.9433,museos
-34.907913,"Calle 115, Entre 49 y 50 S/N",1998,Buenos Aires,,300470,DNPyM,,6,"Instrumentos de enseñanza de física, en su mayoría comprados en Alemania en 1906 (2000 objetos) para la creación del Instituto de Física de La Plata. Libros de física, revistas y documentos anteriores a 1930.",6441030,1900,Nacional,1994,,La Plata,Museo De Física,4246062,221,-57.942886,museos
-34.91512,10 N° 727 Entre 46 y 47,1995,Buenos Aires,,300460,DNPyM,,6,"La casa del creador del teatro criollo rioplatense ""Don Pepe Podestá"", hubicada en el primer piso del Teatro Coliseo Podestá de La Plata, fue sin lugar a dudas el escenario propicio para la instalación del museo, que cuenta la historia del teatro naciona",6441030,B1900TIY,Municipal,,,La Plata,Museo José Juan Podestá,4248457,221,-57.956169,museos
-34.901699,60 N° 768 / 128 (Rotonda),,Buenos Aires,,300064,DNPyM,,6,"La colección consta de 3800 sifones, máquinas de llenado antiguas, herramientas de sodería, cubre y porta sifones, publicidades, carteles enlozados, colección de botellas de gaseosas, sifoncitos de publicidad, botellas de soda, fotografías de soderías.",6098010,B1924CKS,Privada,,,Berisso,Museo De La Soda Y El Sifón,4248537,221,-57.921988,museos
-34.9216,Calle 47 Entre 16 y Diag. 73,1980,Buenos Aires,www.ucalp.edu.ar,300468,DNPyM,,6,"Dibujos, pinturas, grabados, cerámicas, esculturas y murales.",6441030,B1900AKQ,Privada,1980,museobangelico@ucalp.edu.ar,La Plata,Museo De Arte Contemporáneo Beato Angélico,4248906,221,-57.9616,museos
-34.920184,50 E/ 6 y 7 Pasaje Dardo Rocha,2003,Buenos Aires,,300461,DNPyM,,6,El patrimonio del museo del Macla esta conformado principalmente por autores contemporaneos latinoamericanos. Su colección ha sido conformada por donaciones requeridas a los artistas quienes son cofundadores del museo.,6441030,B1900ASW,Municipal,2003,,La Plata,Museo De Arte Contemporáneo Latinoamericano (Macla),4271843,221,-57.941166,museos
-34.9222,Calle 14 Entre 51 y 53,1977,Buenos Aires,www.catedraldelaplata.com,300467,DNPyM,,6,"Materiales y herramientas utilizadas para la construcción de la Catedral, proyectos y otros testimonios de la obra. Ilustraciones referidas a vitrales, sillería del coro, esculturas y detalles arquitectónicos. Historia de aspectos religiosos y la evoluci",6441030,B1900DVL,Provincial,1977,museo-catedral@yahoo.com.ar,La Plata,Museo Eclesiástico Catedral,4273504,221,-57.9557,museos
-34.9246,Calle 66 530,1909,Buenos Aires,,300455,DNPyM,,6,"Colecciones referidas a la vida y obra de Almafuerte. Mobiliario, obras de arte, objetos de uso y manuscritos del poeta.",6441030,B1904ASJ,Municipal,1909,,La Plata,Museo Almafuerte,4275631,221,-57.9331,museos
-35.769121,Avda. Larrea 454,2001,Buenos Aires,,300385,DNPyM,,6,"La colección proviene de la donación del Sr. Alfredo Múlgura. Contiene objetos líticos (morteros, piedras de boleadoras, etc.), gauchescos y rurales, fotografías de antiguos pobladores, artesanías. Colección de instrumentos musicales. Mobiliario de la pa",6301010,B7223GUO,Municipal,,,General Belgrano,Museo Histórico Municipal Alfredo E. Múlgura,,,-58.493413,museos
-37.252695,San Martín 545,1987,Buenos Aires,,300394,DNPyM,,6,Consultar,6322010,B7406AMK,Municipal,,,Gral. la Madrid,Archivo Y Museo Histórico Juan Carlos Pacín,,,-61.259562,museos
-34.922339,"Diagonal 78 N 680, Oficina 16",2004,Buenos Aires,,300473,DNPyM,,6,"Amplia y valiosa colección de esculturas y pinturas, el 90 % son de yeso-calcos; forman parte de los bienes patrimoniales que llegaron de Europa a fines del S. XIX, se trata de piezas de la historia del arte griego, romántico, gótico y renacentista.",6441030,B1904BTD,Nacional,2004,,La Plata,Museo De Calcos,4276304,221,-57.94179,museos
-34.896597,Av. 1 Nº 121 Entre 34 y 35,2010,Buenos Aires,,300463,DNPyM,,6,,6441030,B1902CGC,Privada,1988,,La Plata,Museo Del Automóvil Colección Rau,4276660,221,-57.960406,museos
-34.901463,35 N° 535 E/ 5 y 6,1994,Buenos Aires,,300469,DNPyM,,6,"El acervo museológico esta integrado por colecciones de uniformes, armas, elementos de seguridad, como así también incluyen trabajos artesanales y artísticos de los internos alojados en las distintas unidades carcelarias. Su colección de arte esta integr",6441030,B1902BBU,Provincial,,,La Plata,Archivo Histórico Y Museo Del Servicio Penitenciario Bonaerense,4293892,221,-57.964068,museos
-34.84165,Río Santiago - Escuela Naval Militar,1979,Buenos Aires,,300351,DNPyM,,6,"Documentos del Alte. Brown (1814). Primer texto de astronomía escrito para los cadetes de la Escuela Naval Militar. Cosmografía de Munster (1558). Mobiliario (1881). Escudos, emblemas y distintivos navales, pabellones de combate, banderas y estandartes.",6245010,1927,Nacional,1979,,Ensenada,Museo Contraalmirante Rafael E. Chalier,43172396,221,-57.893365,museos
-35.001053,Calle 137 y 635,,Buenos Aires,,300454,DNPyM,,6,"Material fotográfico, uniformes, armas, banderas, objetos personales.",6441030,1909,Nacional,1988,rimec7@uolsinectis.com.ar,La Plata,Museo De Historia Militar Teniente General Julio Argentino Roca,4501214,221,-57.902284,museos
-38.0199,Matheu 1851,,Buenos Aires,,300534,DNPyM,,6,"La villa es un edificio patrimonial, construido en 1912. Perteneció a Victoria Ocampo, intelectual, escritora, ensayista y editira de la Revista Sur.",6357110,B7602GAK,Municipal,,gestion@cultura.mardelplata.cultura.com.ar,Mar del Plata,Centro Cultural Victoria Ocampo,4920569,223,-57.5528,museos
-34.850396,Leandro N. Alem 1081,,Buenos Aires,,300349,DNPyM,,6,"Colecciones dedicadas a los pueblos originarios y a los pescadores procedentes de Italia, Rusia, Alemania y Polonia que llegaron a la Argentina para radicarse en Ensenada. Recrea las costumbres e informa sobre labores y artesanías que realizaban.",6245010,B1925BNS,Privada,,,Ensenada,Museo Y Biblioteca Juan Guarnieri - Casa Huarpe,4602370,221,-57.92042,museos
-34.877062,Av. 32 Esq. Montevideo,2012,Buenos Aires,,300065,DNPyM,,6,"El museo pretende contener toda la historia de la ciudad, desde su formación con un saladero hasta la actualidad, con secciones dedicadas a los inmigrantes, a la literatura local, objetos de uso cotidiano, etc.",6098010,1923,Privada,2005,,Berisso,Asociación 1871 Museo De Berisso,4613166,221,-57.856338,museos
-34.8687,Montevideo 821,1986,Buenos Aires,,300066,DNPyM,,6,"Aves taxidermizádas de la zona ribereña local, huevos, fotos, nidos, mariposas y un acuario con peces de la región.",6098010,B1923HMH,Municipal,1986,,Berisso,Museo Ornitolólogico Municipal De Berisso,4645574,221,-57.8837,museos
-34.8215,Avda. Almirante Brown y Calle 60 Punta Lara,1965,Buenos Aires,,300350,DNPyM,,6,"Objetos relacionados con la historia del fuerte desde la instalación de la 1ra. Batería en 1731; cartografia de la época, mobiliario atribuídos al Almirante Guillermo Brown. Elementos del primer avión Douglas que aterrizó en la Antártida y de otras aeron",6245010,1925,Municipal,,,Ensenada,Museo Histórico Fuerte De La Ensenada De Barragán,4691642,221,-57.9661,museos
-34.8989,"Calle 516, N°2479 Entre 19 y 20",1966,Buenos Aires,,300457,DNPyM,,6,"Retratos de aborígenes, personajes de las letras y músicos, realizados por la pintora Yana Kúntur. Objetos indígenas de arte, tejidos, cerámica, instrumentos de labor y musicales. Altar Mapuche.",6441030,1900,Privada,1966,rodinfq@usa.net,La Plata,Museo Pictórico Indigenista Yana Kúntur,4842526,221,-58.0002,museos
-35.170389,Azcuénaga 926,2002,Buenos Aires,,300307,DNPyM,,6,"Miniaturas y micromundo natural con más de dos millones de especímenes catalogados y clasificados. Aplica la más moderna tecnología. Historia de la microscopia. En las dependencias de este museo funcionan otros dedicados a especialidades como historia, c",6119050,B1980EIT,Privada,1996,,Coronel Brandsen,Micro Cosmo Museum 1Er. Complejo Museístico Mundial Del Microcosmos,3445628,2223,-58.238246,museos
-35.190349,Pte. Perón 482,,Buenos Aires,,300518,DNPyM,,6,El museo está dedicado integramente a recordar la vida del ex presidente J. D. Perón,6483040,B7240AAJ,,1953,,Lobos,Museo Y Biblioteca Provincial Presidente Juan Domingo Perón,422843,2227,-59.097169,museos
-34.80208,"Calle 1356 (El Zaino), Entre Av. Hudson y 1379",,Buenos Aires,,300369,DNPyM,,6,"Funcionan tres salas con libros, documentos y objetos vinculados a la vida de Guillermo Enrique Hudson. En el frente del rancho natal del gran escritor y naturalista, de más de 200 años de antigüedad, se emplazan dos esculturas realizadas por Oberdan Bru",6274010,1888,Provincial,,,Florencio Varela,Museo Histórico Provincial Guillermo E. Hudson,497314,2229,-58.264498,museos
-37.956443,"Ruta 226 Km. 14,5",1964,Buenos Aires,,300489,DNPyM,Código en Sierra de los Padres,6,"Material lítico de procedencia Pampeana, cerámica del Norte Argentino, herramientas rurales de los siglos XIX y XX. Armas, plaquetas y medallas conmemorativas. Ediciones del libro Martín Fierro en varios idiomas. Elementos de uso cotidiano.",6357120,B7601XAD,Municipal,1964,,Laguna de Los Padres,Museo Municipal José Hernández,4631394,223,-57.771628,museos
-38.178051,Ruta Nº 11 Km 33.5 Hotel Nº 5.,,Buenos Aires,,300114,DNPyM,,6,"Como punto de partida se cuenta la historia del complejo dentro del contexto histórico cultural del país de las décadas del 40´ y 50´, marcando hitos significativos como por ejemplo los planes quinquenales, las políticas desarrolladas para los obreros, e",6357080,5857,Nacional,,,Chapadmalal,Museo Unidad Turística Chapadmalal Eva Perón,4699291,223,-57.651372,museos
-34.9212,Calle 50 N° 933,1952,Buenos Aires,,300466,DNPyM,,6,"El museo ocupa parte de la antigua casa construida por Dardo Rocha y diseñada por Pedro Benoit. Colecciones relacionadas con la personalidad del Dr. Dardo Rocha y con la fundación de la ciudad de La Plata: mobiliario, vajilla, indumentaria, obras de arte",6441030,B1900ATK,Municipal,1951,,La Plata,Museo Y Archivo Dardo Rocha,,,-57.9566,museos
-37.955666,Avda. Libertad 3099,1939,Buenos Aires,,300536,DNPyM,,6,"Colecciones de zoología, principalmente de la región; paleontología de la provincia de Buenos Aires; arqueología del Noroeste Argentino y de Pampa-Patagonia; acuario de especies marinas y de agua dulce; mineralogía.",6357110,B7600HJB,Municipal,1938,,Mar del Plata,Museo Municipal De Ciencias Naturales Lorenzo Scaglia,4738791,223,-57.617466,museos
-38.010598,Avda. Colón 1189 - Villa Ortiz Basualdo,1949,Buenos Aires,,300535,DNPyM,,6,"Pinturas, dibujos, esculturas, fotografías y grabados de artistas argentinos, 1920 hasta la actualidad. Obras de Juan Carlos Castagnino, pintura y dibujo. Mobiliario original belga y decoraciones de estilo art-nouveau.",6357110,B7600FXE,Municipal,1949,,Mar del Plata,Museo Municipal De Arte Juan Carlos Castagnino,4861636,223,-57.535927,museos
-38.0208,Lamadrid 3870,1969,Buenos Aires,,300537,DNPyM,,6,"Archivo documental, expedientes municipales y judiciales desde fines del siglo XIX hasta 1980. Fotografías desde los orígenes de la ciudad hasta el presente; objetos pertenecientes a los primeros pobladores. Documentos, medallística, pinturas, hemeroteca",6357110,B7602CQV,Municipal,1969,,Mar del Plata,Archivo Museo Histórico Municipal Roberto T. Barili,4951200,223,-57.5528,museos
